loan_id,member_id,home_ownership, annual_inc ,loan_status, loan_amnt ,term,int_rate,cibil_score,inq_last_6mths,age,emp_length,marital,job
593040,761591,RENT," $52,800 ",Charged Off," $11,200 ", 36 months,13.98%,689,1,24,1,married,partime
593048,761599,MORTGAGE," $120,000 ",Current," $24,000 ", 60 months,11.49%,759,1,22,3,married,fixed
593053,761605,RENT," $14,400 ",Charged Off," $2,500 ", 36 months,16.82%,664,0,30,13,married,partime
593062,761614,MORTGAGE," $125,000 ",Fully Paid," $10,000 ", 36 months,14.35%,704,0,24,6,married,fixed
593064,749913,MORTGAGE," $92,700 ",Fully Paid," $17,500 ", 60 months,11.12%,769,0,30,7,married,freelance
593066,761617,RENT," $32,919 ",Charged Off," $12,000 ", 60 months,13.61%,709,2,29,1,married,fixed
593121,761684,RENT," $50,000 ",Current," $15,000 ", 60 months,18.30%,664,0,28,6,single,fixed
593140,761706,MORTGAGE," $31,000 ",Charged Off," $9,000 ", 36 months,14.84%,674,3,46,0,single,fixed
593147,761715,RENT," $38,700 ",Fully Paid," $3,600 ", 36 months,11.12%,709,2,23,12,married,freelance
593152,761720,MORTGAGE," $130,000 ",Fully Paid," $25,000 ", 36 months,11.12%,764,1,32,2,married,fixed
593161,761731,OWN," $110,000 ",Fully Paid," $25,000 ", 36 months,16.32%,684,2,37,2,married,fixed
593181,761757,RENT," $21,600 ",Fully Paid," $2,500 ", 36 months,14.35%,679,0,24,4,single,fixed
593188,761766,RENT," $12,000 ",Fully Paid," $1,000 ", 36 months,13.98%,704,0,28,4,married,freelance
593189,761767,MORTGAGE," $95,000 ",Current," $25,000 ", 60 months,11.49%,794,0,24,8,married,fixed
593211,761795,MORTGAGE," $185,000 ",Current," $25,000 ", 60 months,15.21%,719,2,30,12,married,freelance
593225,761810,OWN," $53,004 ",Fully Paid," $2,000 ", 36 months,10.75%,709,2,30,0,separated,partime
593238,761823,MORTGAGE," $84,000 ",Current," $24,000 ", 60 months,16.45%,704,1,24,5,married,fixed
593242,761829,MORTGAGE," $74,000 ",Fully Paid," $21,000 ", 60 months,11.86%,749,0,31,2,married,freelance
593249,761837,RENT," $31,200 ",Fully Paid," $3,600 ", 60 months,16.45%,684,1,33,7,married,fixed
593253,761839,MORTGAGE," $30,000 ",Current," $10,000 ", 60 months,11.86%,719,2,24,NA,married,freelance
593254,761842,MORTGAGE," $54,500 ",Fully Paid," $10,000 ", 60 months,18.30%,674,2,24,2,single,others
593259,761847,RENT," $58,000 ",Fully Paid," $24,000 ", 36 months,10.75%,739,1,30,0,married,freelance
593265,761854,RENT," $24,000 ",Fully Paid," $8,000 ", 36 months,13.61%,689,0,39,6,married,fixed
593304,761948,OWN," $30,000 ",Fully Paid," $7,500 ", 36 months,12.98%,674,1,22,0,married,freelance
593362,762018,MORTGAGE," $50,000 ",Fully Paid," $5,400 ", 36 months,7.14%,749,1,26,6,married,fixed
593370,762028,MORTGAGE," $49,068 ",Charged Off," $25,000 ", 60 months,13.23%,754,0,26,4,widow,others
593417,762089,RENT," $110,000 ",Charged Off," $20,000 ", 60 months,13.23%,724,3,36,3,married,fixed
593420,762092,MORTGAGE," $73,716 ",Charged Off," $8,000 ", 60 months,11.49%,714,2,22,5,married,fixed
593512,762205,RENT," $18,996 ",Fully Paid," $2,000 ", 36 months,7.88%,729,1,23,8,married,fixed
593562,762262,MORTGAGE," $80,000 ",Fully Paid," $16,000 ", 36 months,7.88%,749,1,27,6,married,partime
593570,762272,MORTGAGE," $240,000 ",Fully Paid," $5,000 ", 36 months,7.88%,744,0,23,2,separated,freelance
593573,762275,MORTGAGE," $42,400 ",Fully Paid," $4,800 ", 60 months,10.75%,734,1,29,2,married,fixed
593608,762319,OWN," $159,996 ",Fully Paid," $10,000 ", 36 months,11.86%,709,2,26,4,single,fixed
593616,762328,RENT," $19,968 ",Fully Paid," $5,000 ", 36 months,14.35%,689,0,24,21,married,freelance
593617,762329,MORTGAGE," $30,000 ",Current," $7,000 ", 60 months,13.98%,699,0,23,6,single,partime
593642,762364,MORTGAGE," $86,000 ",Fully Paid," $25,000 ", 60 months,11.86%,754,0,25,12,married,freelance
593696,762429,OWN," $85,000 ",Fully Paid," $9,600 ", 36 months,13.61%,689,0,25,8,married,fixed
593712,762446,RENT," $48,000 ",Fully Paid," $12,500 ", 36 months,15.95%,669,0,38,4,married,partime
593733,762468,MORTGAGE," $110,000 ",Fully Paid," $8,000 ", 36 months,14.35%,679,0,21,13,married,fixed
593735,762470,RENT," $52,600 ",Current," $15,000 ", 60 months,11.86%,764,1,23,2,single,partime
593772,762511,RENT," $53,500 ",Fully Paid," $4,200 ", 36 months,13.98%,674,1,28,7,married,fixed
593790,762531,MORTGAGE," $35,100 ",Fully Paid," $10,000 ", 36 months,15.95%,679,0,27,16,married,freelance
593793,762534,MORTGAGE," $111,148 ",Fully Paid," $15,000 ", 36 months,13.61%,699,0,22,NA,separated,fixed
593800,762541,RENT," $52,500 ",Fully Paid," $5,700 ", 36 months,11.12%,749,2,27,2,married,others
593837,762588,RENT," $14,400 ",Charged Off," $1,000 ", 36 months,16.32%,664,0,45,5,married,fixed
593853,762612,MORTGAGE," $75,000 ",Charged Off," $10,800 ", 60 months,17.19%,669,2,24,1,single,fixed
593875,762637,MORTGAGE," $69,996 ",Fully Paid," $3,000 ", 36 months,6.39%,784,1,27,3,married,fixed
593880,762643,RENT," $54,000 ",Current," $6,400 ", 60 months,17.19%,674,2,24,7,married,freelance
593901,762667,RENT," $44,500 ",Fully Paid," $6,000 ", 36 months,7.88%,749,2,26,4,married,fixed
593916,762686,MORTGAGE," $73,000 ",Current," $5,000 ", 60 months,13.98%,689,2,43,11,married,freelance
593940,762712,RENT," $24,996 ",Fully Paid," $8,000 ", 36 months,7.51%,744,1,33,2,single,partime
593946,762718,RENT," $31,000 ",Charged Off," $10,000 ", 36 months,7.51%,769,1,41,NA,married,freelance
593976,762755,MORTGAGE," $88,000 ",Fully Paid," $20,000 ", 60 months,11.49%,749,2,31,0,single,fixed
593978,762760,RENT," $90,000 ",Fully Paid," $15,000 ", 60 months,17.56%,679,1,24,27,married,fixed
593988,762775,MORTGAGE," $40,000 ",Fully Paid," $4,800 ", 60 months,7.88%,754,1,23,8,married,fixed
594013,762810,RENT," $35,000 ",Charged Off," $6,400 ", 60 months,15.21%,689,2,25,2,single,fixed
594022,762822,MORTGAGE," $50,000 ",Fully Paid," $8,000 ", 36 months,11.12%,714,2,27,22,married,fixed
594026,762826,MORTGAGE," $32,642 ",Fully Paid," $8,500 ", 36 months,11.49%,729,0,27,2,widow,others
594030,762832,RENT," $42,000 ",Current," $16,000 ", 60 months,11.49%,749,2,27,3,single,fixed
594052,762860,OWN," $34,000 ",Charged Off," $12,250 ", 60 months,13.98%,704,0,28,0,married,fixed
594069,762884,MORTGAGE," $33,600 ",Fully Paid," $4,800 ", 60 months,15.21%,684,2,25,4,married,fixed
594081,762899,RENT," $65,400 ",Fully Paid," $10,075 ", 36 months,13.98%,689,0,23,0,married,fixed
594100,762922,MORTGAGE," $30,000 ",Fully Paid," $5,000 ", 36 months,6.91%,714,1,24,3,married,freelance
594115,762942,RENT," $45,000 ",Fully Paid," $6,000 ", 36 months,13.23%,684,0,24,6,married,freelance
594117,762944,RENT," $51,400 ",Fully Paid," $9,000 ", 36 months,13.61%,699,1,27,21,single,fixed
594131,762961,RENT," $19,200 ",Fully Paid," $1,500 ", 36 months,7.14%,764,1,24,8,married,freelance
594164,762996,RENT," $35,004 ",Current," $4,750 ", 60 months,7.88%,759,0,28,11,married,others
594180,763015,RENT," $20,400 ",Current," $9,000 ", 60 months,7.88%,774,0,23,1,married,freelance
594190,763026,MORTGAGE," $75,996 ",Fully Paid," $9,800 ", 60 months,15.21%,699,0,23,4,married,fixed
594196,763032,MORTGAGE," $103,000 ",Current," $20,000 ", 60 months,11.49%,759,2,24,8,married,freelance
594206,763044,RENT," $28,560 ",Charged Off," $11,000 ", 60 months,11.49%,754,3,23,14,married,fixed
594257,763107,RENT," $63,000 ",Fully Paid," $5,000 ", 36 months,13.23%,684,1,24,2,married,fixed
594261,763111,RENT," $41,808 ",Fully Paid," $11,000 ", 36 months,17.19%,664,1,23,4,single,partime
594284,763141,RENT," $51,600 ",Fully Paid," $1,500 ", 36 months,11.86%,694,2,23,12,single,fixed
594289,763147,MORTGAGE," $130,000 ",Fully Paid," $22,000 ", 60 months,16.32%,709,2,27,14,married,freelance
594290,763148,RENT," $70,000 ",Fully Paid," $6,000 ", 36 months,11.49%,699,1,22,11,married,freelance
594305,763167,MORTGAGE," $59,500 ",Fully Paid," $11,000 ", 36 months,7.51%,784,0,39,20,married,fixed
594344,763211,RENT," $63,600 ",In Grace Period," $25,000 ", 60 months,19.04%,684,0,25,7,married,fixed
594374,763248,RENT," $76,300 ",Current," $5,600 ", 60 months,13.23%,704,0,38,7,married,fixed
594379,763253,MORTGAGE," $44,991 ",Fully Paid," $5,000 ", 36 months,14.72%,669,2,22,9,married,fixed
594400,763276,MORTGAGE," $105,398 ",Fully Paid," $20,700 ", 36 months,17.43%,679,0,23,6,married,freelance
594434,763313,RENT," $25,200 ",Fully Paid," $3,000 ", 36 months,15.58%,674,1,29,1,married,partime
594446,763329,RENT," $20,796 ",Late (31-120 days)," $3,850 ", 60 months,10.75%,724,0,32,0,married,fixed
594450,763337,MORTGAGE," $53,000 ",Charged Off," $23,000 ", 36 months,14.84%,699,0,24,1,married,fixed
594452,763340,MORTGAGE," $218,000 ",Current," $14,000 ", 60 months,11.86%,719,0,25,8,married,fixed
594454,763342,MORTGAGE," $69,996 ",Fully Paid," $3,400 ", 36 months,6.39%,784,1,22,3,married,freelance
594486,763381,RENT," $48,000 ",Fully Paid," $3,000 ", 36 months,7.51%,729,0,23,13,married,fixed
594498,763393,RENT," $32,004 ",Fully Paid," $24,250 ", 36 months,11.12%,744,0,31,6,married,partime
594520,763419,RENT," $43,300 ",Current," $3,500 ", 60 months,13.61%,694,0,26,1,married,partime
594521,763421,RENT," $40,581 ",Fully Paid," $14,500 ", 36 months,13.23%,709,0,33,14,single,fixed
594563,763470,MORTGAGE," $97,000 ",Fully Paid," $7,500 ", 60 months,10.75%,759,2,21,5,married,fixed
594569,763476,RENT," $40,000 ",Fully Paid," $2,800 ", 36 months,14.35%,674,0,23,5,married,fixed
594712,763622,MORTGAGE," $175,000 ",Fully Paid," $11,500 ", 36 months,7.51%,769,0,29,4,married,others
594718,763631,RENT," $74,872 ",Fully Paid," $15,000 ", 36 months,7.88%,759,0,38,14,married,freelance
594744,763661,OWN," $137,000 ",Fully Paid," $4,500 ", 60 months,7.88%,804,0,25,4,married,fixed
594768,763692,RENT," $43,000 ",Late (31-120 days)," $22,750 ", 60 months,15.21%,719,2,21,13,married,fixed
594769,763693,MORTGAGE," $32,000 ",Fully Paid," $6,250 ", 36 months,11.49%,704,0,30,2,single,freelance
594789,763716,MORTGAGE," $125,000 ",Fully Paid," $25,000 ", 36 months,10.75%,754,0,21,28,married,freelance
594790,763713,MORTGAGE," $140,000 ",Fully Paid," $24,000 ", 36 months,7.88%,789,0,24,1,married,freelance
594800,763729,MORTGAGE," $96,000 ",Fully Paid," $3,000 ", 36 months,11.49%,689,3,26,0,married,freelance
594814,763745,MORTGAGE," $121,400 ",Current," $20,000 ", 60 months,11.86%,774,0,29,3,married,fixed
594873,763817,MORTGAGE," $72,000 ",Fully Paid," $4,900 ", 36 months,15.95%,664,0,27,3,married,fixed
594883,763829,OWN," $60,000 ",Current," $15,000 ", 60 months,17.56%,674,2,32,5,married,fixed
594884,763830,RENT," $166,000 ",Fully Paid," $10,000 ", 36 months,7.88%,739,1,32,2,married,fixed
594902,763850,MORTGAGE," $94,848 ",Fully Paid," $16,100 ", 60 months,17.93%,669,2,22,3,married,fixed
594903,763851,RENT," $50,000 ",Fully Paid," $14,000 ", 36 months,14.83%,674,0,27,11,married,fixed
594906,763854,RENT," $27,000 ",Fully Paid," $5,000 ", 36 months,7.88%,744,1,24,0,married,fixed
594908,763856,RENT," $55,000 ",Fully Paid," $16,750 ", 60 months,17.93%,669,0,33,2,married,fixed
594919,763869,OWN," $39,000 ",Fully Paid," $4,400 ", 36 months,14.84%,674,1,28,23,single,fixed
594923,763874,MORTGAGE," $145,000 ",Current," $10,400 ", 60 months,10.38%,774,0,34,15,single,freelance
594924,763875,MORTGAGE," $100,000 ",Fully Paid," $8,000 ", 36 months,13.98%,684,1,22,0,married,fixed
594944,763901,OWN," $32,600 ",Current," $11,200 ", 60 months,13.61%,764,1,26,4,married,fixed
594947,763904,MORTGAGE," $39,996 ",Fully Paid," $1,200 ", 36 months,15.21%,719,0,25,4,single,fixed
594970,763931,MORTGAGE," $120,000 ",Fully Paid," $6,000 ", 36 months,6.76%,794,3,22,3,married,fixed
594983,763946,MORTGAGE," $66,352 ",Fully Paid," $7,000 ", 36 months,7.88%,724,1,24,5,single,partime
595047,764031,MORTGAGE," $55,000 ",Charged Off," $20,000 ", 60 months,9.99%,724,1,23,4,married,fixed
595051,764035,MORTGAGE," $37,000 ",Fully Paid," $5,000 ", 36 months,14.46%,664,2,27,0,married,others
595068,764057,MORTGAGE," $40,000 ",Charged Off," $25,000 ", 60 months,10.36%,769,1,37,10,married,fixed
595074,764063,MORTGAGE," $82,000 ",Fully Paid," $12,000 ", 60 months,17.93%,664,3,26,7,married,fixed
595079,764071,OWN," $24,300 ",Fully Paid," $4,000 ", 60 months,13.61%,749,1,41,3,married,others
595104,764101,MORTGAGE," $96,000 ",Fully Paid," $20,000 ", 36 months,7.88%,789,1,27,4,widow,fixed
595127,764126,MORTGAGE," $92,256 ",Current," $22,000 ", 60 months,18.30%,679,0,24,2,married,fixed
595153,764154,RENT," $129,996 ",Fully Paid," $25,000 ", 36 months,10.75%,749,0,31,4,single,fixed
595187,764195,RENT," $89,000 ",Late (16-30 days)," $12,000 ", 60 months,10.75%,749,2,22,13,married,fixed
595190,764192,RENT," $60,000 ",Charged Off," $25,000 ", 36 months,16.82%,694,3,30,14,married,fixed
595219,764233,RENT," $51,996 ",Fully Paid," $4,000 ", 36 months,13.98%,674,2,25,5,married,freelance
595223,764237,MORTGAGE," $46,000 ",Fully Paid," $3,000 ", 36 months,7.88%,724,0,22,14,married,freelance
595226,764240,MORTGAGE," $35,000 ",Charged Off," $6,000 ", 36 months,7.88%,734,0,24,1,married,fixed
595265,764284,RENT," $28,000 ",Fully Paid," $8,000 ", 60 months,10.38%,769,1,34,0,married,fixed
595284,764305,RENT," $42,000 ",Fully Paid," $6,500 ", 60 months,7.88%,794,1,23,2,married,fixed
595302,764324,MORTGAGE," $85,000 ",Current," $1,200 ", 60 months,15.21%,679,0,23,16,married,fixed
595312,764340,RENT," $72,000 ",Fully Paid," $2,500 ", 36 months,14.35%,674,0,36,5,married,fixed
595319,764348,MORTGAGE," $96,000 ",Current," $14,400 ", 60 months,16.32%,679,3,38,4,married,fixed
595359,764397,MORTGAGE," $30,000 ",Current," $10,000 ", 60 months,13.98%,709,1,27,21,married,fixed
595377,764417,RENT," $47,500 ",Fully Paid," $17,500 ", 36 months,13.61%,709,0,35,1,married,fixed
595405,764450,MORTGAGE," $54,828 ",Fully Paid," $5,000 ", 36 months,16.82%,664,1,34,3,married,partime
595464,764517,RENT," $150,000 ",Current," $25,000 ", 60 months,13.23%,744,1,23,27,separated,fixed
595465,764516,RENT," $75,000 ",Fully Paid," $10,000 ", 60 months,11.49%,739,1,28,29,married,fixed
595476,764532,MORTGAGE," $52,000 ",Fully Paid," $1,200 ", 36 months,13.98%,679,1,24,7,married,fixed
595501,764564,RENT," $36,000 ",Current," $7,200 ", 60 months,10.38%,754,1,26,14,married,fixed
595532,764603,RENT," $35,000 ",Fully Paid," $3,200 ", 36 months,15.21%,694,0,38,1,single,fixed
595614,764657,OWN," $48,989 ",Fully Paid," $2,400 ", 36 months,7.14%,744,0,22,15,married,fixed
595616,764666,RENT," $88,000 ",Current," $10,000 ", 60 months,13.61%,729,2,26,0,married,fixed
595627,764679,RENT," $53,000 ",Current," $15,200 ", 60 months,15.58%,709,0,33,2,single,freelance
595635,764689,MORTGAGE," $36,000 ",Fully Paid," $5,000 ", 60 months,11.12%,794,2,28,3,married,fixed
595647,764706,MORTGAGE," $72,000 ",Fully Paid," $2,600 ", 36 months,9.25%,709,0,24,7,single,freelance
595648,764708,RENT," $50,000 ",Fully Paid," $9,600 ", 60 months,17.56%,664,2,35,0,married,fixed
595656,764721,MORTGAGE," $115,000 ",Fully Paid," $25,000 ", 60 months,10.36%,749,1,23,27,married,freelance
595659,764725,MORTGAGE," $60,000 ",Fully Paid," $15,000 ", 36 months,7.88%,759,2,26,7,married,fixed
595670,764736,RENT," $45,000 ",Fully Paid," $19,000 ", 60 months,16.69%,694,0,25,11,separated,fixed
595691,764761,RENT," $60,000 ",Fully Paid," $12,000 ", 36 months,11.86%,714,0,24,0,separated,freelance
595693,764764,RENT," $150,086 ",Fully Paid," $12,000 ", 36 months,6.54%,734,0,38,7,married,fixed
595701,764777,MORTGAGE," $58,000 ",Fully Paid," $3,000 ", 36 months,7.14%,794,0,22,8,married,freelance
595728,764812,MORTGAGE," $48,996 ",Fully Paid," $10,525 ", 36 months,13.61%,694,3,23,2,married,freelance
595744,764829,OWN," $58,000 ",Fully Paid," $3,000 ", 36 months,6.76%,774,0,30,7,married,fixed
595785,764878,RENT," $46,800 ",Charged Off," $2,400 ", 36 months,11.49%,694,0,33,2,married,freelance
595820,764918,RENT," $28,800 ",Fully Paid," $4,500 ", 36 months,7.88%,719,3,25,11,single,fixed
595846,764947,OWN," $27,996 ",Fully Paid," $4,200 ", 36 months,14.72%,664,0,25,3,married,partime
595847,764948,RENT," $41,000 ",Fully Paid," $20,000 ", 60 months,15.95%,704,2,35,25,married,freelance
595852,764952,MORTGAGE," $59,000 ",Fully Paid," $10,000 ", 36 months,7.51%,809,0,22,3,married,fixed
595880,764988,RENT," $63,600 ",Fully Paid," $13,000 ", 60 months,11.12%,739,3,39,1,married,partime
595901,765015,MORTGAGE," $72,000 ",Current," $24,000 ", 60 months,13.61%,739,2,25,6,separated,freelance
595917,765032,MORTGAGE," $27,600 ",Fully Paid," $6,000 ", 60 months,16.82%,689,0,24,6,single,fixed
595945,765067,MORTGAGE," $155,000 ",Fully Paid," $25,000 ", 36 months,10.75%,764,0,32,2,married,freelance
595951,765077,RENT," $36,000 ",Fully Paid," $7,000 ", 36 months,6.91%,719,1,23,17,married,fixed
595977,765110,MORTGAGE," $58,000 ",Fully Paid," $3,250 ", 36 months,11.86%,694,0,32,3,married,freelance
596091,765250,RENT," $64,000 ",Current," $16,000 ", 60 months,6.54%,749,0,24,3,married,fixed
596115,765278,RENT," $66,924 ",Fully Paid," $5,000 ", 36 months,11.86%,719,0,27,6,divorced,fixed
596124,765286,MORTGAGE," $53,000 ",Fully Paid," $10,200 ", 60 months,16.45%,679,0,23,17,married,fixed
596139,765300,MORTGAGE," $54,000 ",Fully Paid," $15,000 ", 36 months,14.72%,694,0,31,26,married,fixed
596142,765305,MORTGAGE," $50,000 ",Current," $6,000 ", 60 months,11.86%,714,1,22,1,married,fixed
596169,765338,RENT," $48,000 ",Fully Paid," $2,600 ", 36 months,11.12%,699,1,24,9,married,fixed
596171,765340,MORTGAGE," $75,000 ",Current," $8,000 ", 60 months,15.21%,694,0,28,5,married,partime
596195,765370,RENT," $53,000 ",Charged Off," $24,000 ", 36 months,17.80%,669,2,25,17,married,freelance
596197,765373,OWN," $158,000 ",Current," $20,000 ", 60 months,9.62%,734,0,25,14,married,fixed
596202,765385,MORTGAGE," $110,000 ",Fully Paid," $5,000 ", 36 months,7.51%,744,0,25,5,married,fixed
596211,765393,OWN," $107,400 ",Fully Paid," $25,000 ", 36 months,15.21%,709,0,26,6,married,fixed
596236,765421,RENT," $39,000 ",Fully Paid," $4,000 ", 36 months,7.88%,714,1,23,12,married,fixed
596243,765431,MORTGAGE," $85,000 ",Fully Paid," $8,500 ", 36 months,15.58%,664,1,26,2,married,fixed
596258,765452,RENT," $19,800 ",Charged Off," $7,200 ", 60 months,16.32%,709,2,33,13,married,fixed
596271,765464,MORTGAGE," $33,800 ",Fully Paid," $14,400 ", 36 months,7.88%,739,0,23,4,divorced,freelance
596274,765467,RENT," $53,000 ",Fully Paid," $10,000 ", 36 months,7.51%,769,2,32,3,married,fixed
596308,765509,MORTGAGE," $70,000 ",Fully Paid," $7,000 ", 36 months,15.95%,664,2,23,14,married,freelance
596314,765518,RENT," $100,000 ",Fully Paid," $20,000 ", 36 months,11.12%,724,1,23,0,married,fixed
596327,765533,RENT," $30,160 ",Fully Paid," $5,000 ", 36 months,11.12%,704,1,27,0,married,freelance
596346,765556,MORTGAGE," $96,000 ",Charged Off," $3,500 ", 36 months,14.84%,664,1,26,5,single,fixed
596350,765559,RENT," $28,800 ",Charged Off," $7,000 ", 60 months,15.95%,679,0,31,11,married,fixed
596371,765581,MORTGAGE," $102,000 ",Fully Paid," $10,000 ", 36 months,11.49%,714,2,26,1,married,others
596391,765605,RENT," $30,000 ",Current," $6,000 ", 60 months,13.61%,699,3,26,0,married,freelance
596397,765611,RENT," $40,000 ",Fully Paid," $5,100 ", 36 months,13.72%,664,0,27,4,married,freelance
596398,765612,RENT," $39,900 ",Fully Paid," $6,000 ", 36 months,11.49%,699,0,27,15,married,fixed
596403,765618,OWN," $70,000 ",Fully Paid," $11,000 ", 36 months,7.14%,799,1,25,12,married,fixed
596410,765628,MORTGAGE," $61,000 ",Fully Paid," $6,000 ", 36 months,6.54%,804,0,26,7,married,freelance
596418,765636,MORTGAGE," $200,004 ",Current," $25,000 ", 60 months,13.98%,729,1,22,0,married,freelance
596423,765641,RENT," $55,000 ",Fully Paid," $17,000 ", 60 months,15.21%,714,0,22,7,married,fixed
596426,765644,RENT," $30,000 ",Fully Paid," $3,000 ", 36 months,16.32%,689,1,23,0,married,fixed
596435,765655,RENT," $20,004 ",Fully Paid," $3,500 ", 36 months,6.39%,794,0,31,4,married,fixed
596439,765659,RENT," $125,000 ",Current," $12,000 ", 60 months,13.98%,704,0,27,3,married,freelance
596450,765671,RENT," $42,000 ",Charged Off," $2,000 ", 60 months,16.32%,664,2,24,13,married,partime
596459,765679,RENT," $43,000 ",Fully Paid," $5,000 ", 36 months,7.51%,759,2,28,5,single,fixed
596460,765680,MORTGAGE," $87,996 ",Fully Paid," $8,000 ", 36 months,6.91%,739,0,21,10,widow,others
596491,765715,RENT," $45,000 ",Charged Off," $5,000 ", 60 months,13.61%,719,2,32,0,single,fixed
596503,765729,OWN," $52,800 ",Fully Paid," $3,600 ", 60 months,18.67%,674,2,24,13,married,fixed
596513,765740,MORTGAGE," $667,680 ",Fully Paid," $10,000 ", 36 months,13.98%,684,1,26,6,single,partime
596559,765788,RENT," $24,000 ",Fully Paid," $7,000 ", 60 months,9.62%,724,0,26,24,married,partime
596567,765796,RENT," $106,000 ",Fully Paid," $3,000 ", 36 months,11.12%,694,1,29,33,married,fixed
596577,765809,RENT," $64,000 ",Current," $6,200 ", 60 months,15.95%,679,0,33,8,single,fixed
596578,765810,MORTGAGE," $48,000 ",Fully Paid," $15,000 ", 36 months,13.98%,694,3,27,12,married,fixed
596621,765874,OWN," $87,504 ",Charged Off," $7,000 ", 36 months,8.88%,714,3,41,1,single,fixed
596627,765882,MORTGAGE," $120,000 ",Fully Paid," $20,000 ", 36 months,14.84%,684,1,23,4,single,freelance
596636,765892,MORTGAGE," $47,800 ",Fully Paid," $15,000 ", 36 months,11.86%,714,1,28,16,married,fixed
596646,765903,MORTGAGE," $72,000 ",Current," $12,000 ", 60 months,9.62%,724,0,22,3,married,fixed
596647,765905,MORTGAGE," $115,900 ",Fully Paid," $12,000 ", 36 months,7.88%,749,4,38,2,married,fixed
596664,765924,MORTGAGE," $43,000 ",Fully Paid," $13,800 ", 36 months,6.91%,739,2,24,7,single,partime
596665,765925,MORTGAGE," $41,000 ",Fully Paid," $3,000 ", 60 months,16.45%,669,3,22,1,married,fixed
596704,765973,RENT," $40,000 ",Fully Paid," $7,200 ", 36 months,10.75%,724,0,38,5,married,fixed
596727,765999,RENT," $56,000 ",Charged Off," $16,000 ", 60 months,17.19%,699,1,26,8,married,fixed
596731,766004,MORTGAGE," $180,000 ",Fully Paid," $14,400 ", 36 months,11.86%,714,1,25,5,single,fixed
596738,766012,MORTGAGE," $125,000 ",Fully Paid," $25,000 ", 60 months,11.49%,774,0,26,7,single,partime
596740,766014,RENT," $90,000 ",Fully Paid," $20,000 ", 36 months,11.49%,734,2,33,19,single,fixed
596747,766021,MORTGAGE," $60,000 ",Current," $10,000 ", 60 months,17.19%,679,1,33,0,married,fixed
596772,766048,MORTGAGE," $154,000 ",Charged Off," $25,000 ", 60 months,17.56%,699,1,39,0,married,freelance
596783,766062,RENT," $8,004 ",Fully Paid," $3,000 ", 36 months,7.88%,724,0,30,2,single,partime
596804,766084,RENT," $77,004 ",Fully Paid," $20,000 ", 36 months,13.98%,704,0,27,6,single,fixed
596830,766121,MORTGAGE," $38,160 ",Fully Paid," $12,000 ", 36 months,10.38%,729,1,26,19,married,partime
596843,766135,RENT," $57,840 ",Fully Paid," $12,000 ", 36 months,15.95%,664,2,26,14,divorced,fixed
596875,766172,OWN," $40,560 ",Current," $14,500 ", 60 months,13.98%,714,0,28,10,single,fixed
596895,751216,RENT," $26,400 ",Charged Off," $4,000 ", 60 months,15.95%,689,0,23,1,married,fixed
596907,766209,MORTGAGE," $129,996 ",Fully Paid," $7,500 ", 36 months,11.86%,719,2,26,16,married,fixed
596915,766218,OWN," $54,996 ",Charged Off," $16,400 ", 36 months,13.98%,699,0,33,4,married,fixed
596926,766230,RENT," $24,000 ",Charged Off," $1,500 ", 36 months,11.86%,734,2,23,3,married,freelance
596940,766250,RENT," $48,000 ",Fully Paid," $15,000 ", 36 months,13.98%,694,2,40,4,married,fixed
596952,766263,MORTGAGE," $79,200 ",Fully Paid," $8,000 ", 36 months,7.88%,734,0,23,1,single,others
596967,766275,MORTGAGE," $105,000 ",Current," $14,400 ", 60 months,15.95%,694,2,23,13,married,fixed
596988,766300,RENT," $40,515 ",Current," $10,000 ", 60 months,16.45%,699,0,27,0,married,freelance
597004,766325,RENT," $114,237 ",Fully Paid," $17,500 ", 36 months,14.72%,699,0,24,3,married,freelance
597005,766327,RENT," $50,000 ",Charged Off," $8,000 ", 36 months,15.21%,669,1,26,14,married,fixed
597006,766328,MORTGAGE," $96,000 ",Fully Paid," $9,500 ", 60 months,17.56%,674,1,24,11,married,fixed
597008,753554,OWN," $60,000 ",Current," $8,000 ", 60 months,17.56%,664,3,32,6,married,fixed
597017,766339,RENT," $45,004 ",Fully Paid," $9,000 ", 36 months,14.35%,679,1,31,1,divorced,fixed
597019,766341,OWN," $14,400 ",Charged Off," $1,200 ", 60 months,13.61%,694,1,26,14,married,freelance
597024,766347,OWN," $30,972 ",Fully Paid," $10,000 ", 60 months,16.32%,684,1,25,3,single,freelance
597047,766377,RENT," $74,100 ",Fully Paid," $4,500 ", 36 months,13.61%,679,0,23,1,single,fixed
597049,766379,MORTGAGE," $80,300 ",Current," $25,000 ", 60 months,17.56%,694,0,28,25,married,fixed
597058,766388,MORTGAGE," $78,000 ",Fully Paid," $4,600 ", 60 months,7.88%,749,0,24,9,married,fixed
597069,766399,MORTGAGE," $99,600 ",Fully Paid," $5,700 ", 60 months,10.38%,749,0,42,0,married,freelance
597088,766420,MORTGAGE," $91,000 ",Fully Paid," $15,000 ", 60 months,11.49%,739,0,22,0,married,others
597091,766423,RENT," $38,400 ",Fully Paid," $3,600 ", 36 months,13.61%,694,0,33,17,married,freelance
597104,766438,RENT," $39,672 ",Fully Paid," $16,750 ", 36 months,13.98%,699,1,33,21,married,others
